H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z	
BKN011_ZEAHRFRACDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	859	1105	-0.1252546	-0.1252546	0.03394825	-3.689574	
BKN014_ZEAHRFRADDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	671	535	0.1127695	0.1127695	0.0419213	2.690028	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	511	601	-0.08093525	-0.08093525	0.04051709	-1.997558	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	784	882	-0.05882353	-0.05882353	0.0350841	-1.676643	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	771	1120	-0.1845584	-0.1845584	0.03315608	-5.566352	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	797	834	-0.02268547	-0.02268547	0.03476558	-0.6525267	
BKN009_ZEAHRFRAADIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	1119	808	0.1613908	0.1613908	0.0341787	4.721968	
BKN011_ZEAHRFRACDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	1059	825	0.1242038	0.1242038	0.03413326	3.638792	
BKN014_ZEAHRFRADDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	1246	527	0.4055274	0.4055274	0.03358946	12.07305	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	1096	664	0.2454545	0.2454545	0.03624916	6.771317	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	1026	678	0.2042254	0.2042254	0.03427675	5.958131	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	1012	954	0.02950153	0.02950153	0.03387898	0.8707914	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	1250	747	0.2518778	0.2518778	0.0322864	7.80136	
BKN026_ZEAHRFRANDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	991	539	0.2954248	0.2954248	0.03768303	7.83973	
BKN009_ZEAHRFRAADIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	545	970	-0.2805281	-0.2805281	0.0356718	-7.864142	
BKN011_ZEAHRFRACDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	566	1093	-0.3176612	-0.3176612	0.03520728	-9.022602	
BKN014_ZEAHRFRADDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	840	914	-0.04218928	-0.04218928	0.03563582	-1.183901	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	478	776	-0.2376396	-0.2376396	0.03903259	-6.088234	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	502	829	-0.2456799	-0.2456799	0.03921806	-6.26446	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	593	1080	-0.2910938	-0.2910938	0.03341556	-8.711327	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	614	877	-0.1763917	-0.1763917	0.03764537	-4.685615	
BKN026_ZEAHRFRANDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	658	829	-0.1149966	-0.1149966	0.0354728	-3.241826	
BKN027_ZEAHRFRAODIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	610	1334	-0.372428	-0.372428	0.03239382	-11.49688	
BKN009_ZEAHRFRAADIAAPE.bam	BKN011_ZEAHRFRACDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	958	957	0.0005221932	0.0005221932	0.03482646	0.01499415	
BKN009_ZEAHRFRAADIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	996	1437	-0.1812577	-0.1812577	0.03224157	-5.621864	
BKN011_ZEAHRFRACDIAAPE.bam	BKN014_ZEAHRFRADDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	755	1156	-0.2098378	-0.2098378	0.03323507	-6.313746	
BKN009_ZEAHRFRAADIAAPE.bam	BKN015_ZEAHRFRAEDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	884	651	0.1517915	0.1517915	0.03717139	4.083559	
BKN011_ZEAHRFRACDIAAPE.bam	BKN015_ZEAHRFRAEDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	935	583	0.2318841	0.2318841	0.03636904	6.375864	
BKN014_ZEAHRFRADDIAAPE.bam	BKN015_ZEAHRFRAEDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	1128	472	0.41	0.41	0.03285662	12.47846	
BKN009_ZEAHRFRAADIAAPE.bam	BKN019_ZEAHRFRAIDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	735	486	0.2039312	0.2039312	0.03719754	5.482384	
BKN011_ZEAHRFRACDIAAPE.bam	BKN019_ZEAHRFRAIDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	1031	737	0.1662896	0.1662896	0.03514344	4.73174	
BKN014_ZEAHRFRADDIAAPE.bam	BKN019_ZEAHRFRAIDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	1376	775	0.2794049	0.2794049	0.03091575	9.037624	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN019_ZEAHRFRAIDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	664	639	0.01918649	0.01918649	0.03764644	0.5096497	
BKN009_ZEAHRFRAADIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	510	963	-0.3075356	-0.3075356	0.03249152	-9.465104	
BKN011_ZEAHRFRACDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	653	1081	-0.2468281	-0.2468281	0.03261553	-7.56781	
BKN014_ZEAHRFRADDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	965	1008	-0.02179422	-0.02179422	0.03224842	-0.675823	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	458	1053	-0.393779	-0.393779	0.03265252	-12.05968	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN022_ZEAHRFRAKDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	477	1056	-0.3776908	-0.3776908	0.03079852	-12.26328	
BKN009_ZEAHRFRAADIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	616	844	-0.1561644	-0.1561644	0.03840027	-4.066752	
BKN011_ZEAHRFRACDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	884	1083	-0.1011693	-0.1011693	0.03480012	-2.907154	
BKN014_ZEAHRFRADDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	1122	965	0.0752276	0.0752276	0.03334352	2.256139	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	497	945	-0.3106796	-0.3106796	0.03732209	-8.324281	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	394	796	-0.3378151	-0.3378151	0.03573683	-9.452855	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN025_ZEAHRFRAMDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	852	664	0.1240106	0.1240106	0.03583244	3.460846	
BKN009_ZEAHRFRAADIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	768	1250	-0.2388503	-0.2388503	0.03166447	-7.543166	
BKN011_ZEAHRFRACDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	697	1154	-0.2468936	-0.2468936	0.0324872	-7.599717	
BKN014_ZEAHRFRADDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	580	691	-0.08733281	-0.08733281	0.04070078	-2.145728	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	403	1084	-0.4579691	-0.4579691	0.0326318	-14.03444	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	690	1330	-0.3168317	-0.3168317	0.03115169	-10.17061	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	848	906	-0.03306727	-0.03306727	0.03305906	-1.000248	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN026_ZEAHRFRANDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	839	1042	-0.1079213	-0.1079213	0.03442548	-3.134925	
BKN009_ZEAHRFRAADIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	704	1294	-0.2952953	-0.2952953	0.03217208	-9.178621	
BKN011_ZEAHRFRACDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	703	1253	-0.2811861	-0.2811861	0.03347051	-8.40101	
BKN014_ZEAHRFRADDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	835	941	-0.05968468	-0.05968468	0.03739391	-1.596107	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	617	1327	-0.3652263	-0.3652263	0.03260262	-11.20236	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	593	1306	-0.3754608	-0.3754608	0.03016155	-12.44832	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	886	909	-0.01281337	-0.01281337	0.03310496	-0.3870529	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	867	1091	-0.1144025	-0.1144025	0.03376774	-3.387921	
BKN026_ZEAHRFRANDIAAPE.bam	BKN027_ZEAHRFRAODIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	807	770	0.02346227	0.02346227	0.03826077	0.61322	
BKN009_ZEAHRFRAADIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	545	1261	-0.3964563	-0.3964563	0.03146521	-12.59983	
BKN011_ZEAHRFRACDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	566	1303	-0.3943285	-0.3943285	0.03302697	-11.93959	
BKN014_ZEAHRFRADDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	840	1125	-0.1450382	-0.1450382	0.03481111	-4.166433	
BKN015_ZEAHRFRAEDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	478	1334	-0.4724062	-0.4724062	0.03252589	-14.52401	
BKN019_ZEAHRFRAIDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	502	1313	-0.446832	-0.446832	0.0314536	-14.20607	
BKN022_ZEAHRFRAKDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	593	834	-0.1688858	-0.1688858	0.03562096	-4.741191	
BKN025_ZEAHRFRAMDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	614	1022	-0.2493888	-0.2493888	0.03605222	-6.917432	
BKN026_ZEAHRFRANDIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	658	906	-0.1585678	-0.1585678	0.03657474	-4.335445	
BKN027_ZEAHRFRAODIAAPE.bam	BKN033_ZEAHRFRATDIAAPE.bam	BKN035_ZEAHRFRAVDIAAPE.bam	610	818	-0.1456583	-0.1456583	0.03966463	-3.672246	
