H1	H2	H3	nABBA	nBABA	Dstat	jackEst	SE	Z	
TIL09_FC61694AAXX.bam	TIL11_FC61694AAXX.bam	TIL16_FC6153UAAXX.bam	606	369	0.2430769	0.2430769	0.03991467	6.089914	
TIL01_435BCAAXX.bam	TIL15_FC6144GAAXX.bam	TIL16_FC6153UAAXX.bam	549	357	0.2119205	0.2119205	0.04253064	4.982773	
TIL03.bam	TIL15_FC6144GAAXX.bam	TIL16_FC6153UAAXX.bam	695	470	0.193133	0.193133	0.03821559	5.053777	
TIL04-TIP454.bam	TIL15_FC6144GAAXX.bam	TIL16_FC6153UAAXX.bam	553	522	0.02883721	0.02883721	0.04053843	0.7113548	
TIL07_FC6162DAAXX.bam	TIL15_FC6144GAAXX.bam	TIL16_FC6153UAAXX.bam	667	504	0.1391973	0.1391973	0.03986665	3.491572	
TIL09_FC61694AAXX.bam	TIL15_FC6144GAAXX.bam	TIL16_FC6153UAAXX.bam	652	491	0.1408574	0.1408574	0.03860487	3.648695	
TIL11_FC61694AAXX.bam	TIL15_FC6144GAAXX.bam	TIL16_FC6153UAAXX.bam	430	625	-0.1848341	-0.1848341	0.03967121	-4.659151	
TIL01_435BCAAXX.bam	TIL17_FC6153UAAXX.bam	TIL16_FC6153UAAXX.bam	270	173	0.2189616	0.2189616	0.05489168	3.988977	
TIL03.bam	TIL17_FC6153UAAXX.bam	TIL16_FC6153UAAXX.bam	369	256	0.1808	0.1808	0.04905021	3.686019	
TIL04-TIP454.bam	TIL17_FC6153UAAXX.bam	TIL16_FC6153UAAXX.bam	283	250	0.0619137	0.0619137	0.05126824	1.207642	
TIL07_FC6162DAAXX.bam	TIL17_FC6153UAAXX.bam	TIL16_FC6153UAAXX.bam	368	253	0.1851852	0.1851852	0.04906752	3.774089	
TIL09_FC61694AAXX.bam	TIL17_FC6153UAAXX.bam	TIL16_FC6153UAAXX.bam	359	275	0.1324921	0.1324921	0.04816962	2.750533	
TIL11_FC61694AAXX.bam	TIL17_FC6153UAAXX.bam	TIL16_FC6153UAAXX.bam	257	283	-0.04814815	-0.04814815	0.05121731	-0.9400757	
TIL15_FC6144GAAXX.bam	TIL17_FC6153UAAXX.bam	TIL16_FC6153UAAXX.bam	369	339	0.04237288	0.04237288	0.04729025	0.8960172	
TIL01_435BCAAXX.bam	TIL03.bam	TIL17_FC6153UAAXX.bam	430	453	-0.02604757	-0.02604757	0.04128042	-0.6309909	
TIL01_435BCAAXX.bam	TIL04-TIP454.bam	TIL17_FC6153UAAXX.bam	529	358	0.1927847	0.1927847	0.0421334	4.575578	
TIL03.bam	TIL04-TIP454.bam	TIL17_FC6153UAAXX.bam	695	425	0.2410714	0.2410714	0.03641655	6.619831	
TIL01_435BCAAXX.bam	TIL07_FC6162DAAXX.bam	TIL17_FC6153UAAXX.bam	444	385	0.07117008	0.07117008	0.0440089	1.617175	
TIL03.bam	TIL07_FC6162DAAXX.bam	TIL17_FC6153UAAXX.bam	568	457	0.1082927	0.1082927	0.03929292	2.756036	
TIL04-TIP454.bam	TIL07_FC6162DAAXX.bam	TIL17_FC6153UAAXX.bam	421	582	-0.1605184	-0.1605184	0.03961608	-4.051851	
TIL01_435BCAAXX.bam	TIL09_FC61694AAXX.bam	TIL17_FC6153UAAXX.bam	469	438	0.03417861	0.03417861	0.0431112	0.7928012	
TIL03.bam	TIL09_FC61694AAXX.bam	TIL17_FC6153UAAXX.bam	514	429	0.09013786	0.09013786	0.0408494	2.20659	
TIL04-TIP454.bam	TIL09_FC61694AAXX.bam	TIL17_FC6153UAAXX.bam	455	655	-0.1801802	-0.1801802	0.03949602	-4.561984	
TIL07_FC6162DAAXX.bam	TIL09_FC61694AAXX.bam	TIL17_FC6153UAAXX.bam	483	556	-0.07025987	-0.07025987	0.0414137	-1.696537	
TIL01_435BCAAXX.bam	TIL11_FC61694AAXX.bam	TIL17_FC6153UAAXX.bam	316	308	0.01282051	0.01282051	0.04748672	0.269981	
TIL03.bam	TIL11_FC61694AAXX.bam	TIL17_FC6153UAAXX.bam	466	376	0.1068884	0.1068884	0.04256651	2.511091	
TIL04-TIP454.bam	TIL11_FC61694AAXX.bam	TIL17_FC6153UAAXX.bam	369	513	-0.1632653	-0.1632653	0.04289088	-3.806528	
TIL07_FC6162DAAXX.bam	TIL11_FC61694AAXX.bam	TIL17_FC6153UAAXX.bam	426	445	-0.02181401	-0.02181401	0.04497215	-0.485056	
TIL09_FC61694AAXX.bam	TIL11_FC61694AAXX.bam	TIL17_FC6153UAAXX.bam	479	456	0.02459893	0.02459893	0.04503831	0.5461779	
TIL01_435BCAAXX.bam	TIL15_FC6144GAAXX.bam	TIL17_FC6153UAAXX.bam	450	430	0.02272727	0.02272727	0.04371732	0.5198689	
TIL03.bam	TIL15_FC6144GAAXX.bam	TIL17_FC6153UAAXX.bam	665	598	0.0530483	0.0530483	0.03738018	1.419156	
TIL04-TIP454.bam	TIL15_FC6144GAAXX.bam	TIL17_FC6153UAAXX.bam	414	674	-0.2389706	-0.2389706	0.03805508	-6.279598	
TIL07_FC6162DAAXX.bam	TIL15_FC6144GAAXX.bam	TIL17_FC6153UAAXX.bam	570	651	-0.06633907	-0.06633907	0.03866288	-1.715833	
TIL09_FC61694AAXX.bam	TIL15_FC6144GAAXX.bam	TIL17_FC6153UAAXX.bam	570	588	-0.01554404	-0.01554404	0.03967167	-0.3918172	
TIL11_FC61694AAXX.bam	TIL15_FC6144GAAXX.bam	TIL17_FC6153UAAXX.bam	453	514	-0.0630817	-0.0630817	0.04074131	-1.548347	
TIL01_435BCAAXX.bam	TIL16_FC6153UAAXX.bam	TIL17_FC6153UAAXX.bam	270	293	-0.04085258	-0.04085258	0.05051397	-0.8087381	
TIL03.bam	TIL16_FC6153UAAXX.bam	TIL17_FC6153UAAXX.bam	369	316	0.07737226	0.07737226	0.04728577	1.63627	
TIL04-TIP454.bam	TIL16_FC6153UAAXX.bam	TIL17_FC6153UAAXX.bam	283	425	-0.200565	-0.200565	0.0462977	-4.332072	
TIL07_FC6162DAAXX.bam	TIL16_FC6153UAAXX.bam	TIL17_FC6153UAAXX.bam	368	407	-0.05032258	-0.05032258	0.04505324	-1.116958	
TIL09_FC61694AAXX.bam	TIL16_FC6153UAAXX.bam	TIL17_FC6153UAAXX.bam	359	373	-0.01912568	-0.01912568	0.04684593	-0.4082678	
TIL11_FC61694AAXX.bam	TIL16_FC6153UAAXX.bam	TIL17_FC6153UAAXX.bam	257	229	0.05761317	0.05761317	0.05316968	1.083572	
TIL15_FC6144GAAXX.bam	TIL16_FC6153UAAXX.bam	TIL17_FC6153UAAXX.bam	369	366	0.004081633	0.004081633	0.0450369	0.09062864	
